93,Mach 25 Pitch,Mach 25 Pitch,,Mach 25 Pitch,Mach 25 PitchMach 25 PitchMach 25 Pitch,,2025-03-21 00:00:00+00,2025-03-29 00:00:00+00,2025-03-15 00:00:00+00,NaN,,,,,,,,2025-03-25 14:44:37.701429+00,2025-04-17 14:35:04.726749+00,1,21,48,4,,,14,,Green                                                                                                                                                                                                                                                          ,f,14,16,15,https://www.adriannadeau.com,
85,PlantCTRL-R2,Plant Controller Refurbishment  Release 2,,Our manufacturing equipment is no longer safe or productive as it is analog.,"Move from antiquated analog plant controllers to digital software driven

Doing East Plant Module XYZ in R2",,2025-01-01 00:00:00+00,2025-03-31 00:00:00+00,,"25,000",125,0,,,,,,2025-03-10 21:27:55.379052+00,2025-05-02 00:43:21.153936+00,3,54,52,4,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,14,40,44,,
67,HELPDESK25,Help Desk Support for internal clients,,our internal clients need help with using our IT assets and sometimes have issues that need resolution,"- Monitor help line 5X12
- Issue Tickets for any request
- PSWD resets
- Reset Devices (remote wipe, etc)
- Licences for ServiceNow Ticketing",,2025-01-02 00:00:00+00,2025-12-31 00:00:00+00,,"120,000","3,000",0,,,,,,2025-02-25 10:53:07.818865+00,2025-03-07 12:22:17.207803+00,3,45,47,4,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,15,38,47,,
82,Analytics RM,Data and Analytics Roadmap,,we don't understand our needs and where to invest to get the best outcome for our organization on data and data analytics.,"Publish a roadmap looking at the industry trends, our ranked capability requirements, current assets, future architecture and 3-5 year investment plan",,2025-03-24 00:00:00+00,2025-05-31 00:00:00+00,2025-04-07 00:00:00+00,"25,000",300,0,,,,,,2025-03-08 09:02:50.635105+00,2025-03-08 09:09:16.844067+00,3,45,47,3,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,14,38,45,,
88,PlantCTRL-R5,Plant Controller Refurbishment  Release 5,,,,,2025-10-01 00:00:00+00,2026-01-31 00:00:00+00,,"20,000",100,0,,,,,,2025-03-10 21:41:51.146818+00,2025-03-10 21:41:51.146818+00,3,45,47,2,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,40,44,,
87,PlantCTRL-R4,Plant Controller Refurbishment  Release 4,,Our manufacturing equipment is no longer safe or productive as it is analog.,"Move from Antiquated Analog Controllers to Digital Controllers

Upgrade the final section of the east plant.",,2025-05-01 00:00:00+00,2025-08-31 00:00:00+00,2025-05-19 00:00:00+00,25000,125,0,,,,,,2025-03-10 21:39:06.191298+00,2025-05-09 11:23:53.505154+00,3,54,52,2,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,40,44,https://www.thesafetymag.com/ca/topics/technology/how-tech-improves-safety-in-manufacturing-facilities/439750,
90,Reframe.,Senior Application Developer at CGS,,,,,2025-03-22 00:00:00+00,2025-03-28 00:00:00+00,2025-03-21 00:00:00+00,"20,000","20,000","30,000",,,,,,2025-03-14 22:53:54.191303+00,2025-03-14 22:53:54.191303+00,4,21,21,2,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,15,16,,
86,PlantCTRL-R3,Plant Controller Refurbishment  Release 3,,Our manufacturing equipment is no longer safe or productive as it is analog.,"Move from antiquated analog plant controllers to digital software driven.

Doing the West coast Plant in Release 3",,2025-03-01 00:00:00+00,2025-05-31 00:00:00+00,2025-03-24 00:00:00+00,"25,000",125,0,,,,,,2025-03-10 21:30:16.054484+00,2025-05-09 11:43:53.912108+00,3,54,52,3,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Red                                                                                                                                                                                                                                                            ,f,14,40,44,,
104,Adrian V1,Adrian V1 Testing,,Adrian V1 Testing,Adrian V1 Testing,,2025-04-26 00:00:00+00,2025-05-11 00:00:00+00,2025-04-20 00:00:00+00,10000,"10,000","10,000",,,,,,2025-04-08 14:10:40.357309+00,2025-04-08 14:12:02.237898+00,3,21,48,2,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,15,20,https://www.ansoftwareservices.com,
99,adsfasdf,asdf,,asdf,,,,,,20000,20000,0,,,,,,2025-03-25 23:52:39.383467+00,2025-06-11 19:13:19.249933+00,1,22,22,1,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
127,Priority Pilot,Implement a new way to manage projects and programs,,We are overwhelmed with priorities and expectations from stakeholders and customers,"Implement a process for better managing and tracking our priorities.
Implement the amazing PriorityPilot Tool to support the new way of managing",,2025-03-10 00:00:00+00,2025-05-12 00:00:00+00,2025-04-15 00:00:00+00,5000,100,80,,,,,,2025-06-02 02:11:08.51934+00,2025-06-09 20:01:43.047899+00,3,55,55,4,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,71,53,https://public.3.basecamp.com/p/jPKkVRmbr1eLs8S1RUtJUCpq,
147,Project 1,Project 1,,Project 1,Project 1 Project 1,,2025-06-18 00:00:00+00,2025-06-27 00:00:00+00,,40000,1000,100000,0,0,,,,2025-06-18 18:30:56.449202+00,2025-06-18 18:31:51.907142+00,3,21,22,2,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,15,74,https://www.ansoftwareservices.com,
148,SPPM25-28,Strategic Project Portfolio Management for 2025-2028,,We have a high impact strategic plan and we want to ensure we are as effective as possible in delivering on that plan,"- Implement a process for managing the projects and programs that will help us to achieve the outcomes we identified in the plan.
- Meet on a regular Basis to monitor and manage the health of Active Projects, as well as formally approve any changes (Gates, Commitment Changes)
- Implement and use PriorityPilot as a support tool for the process.",,2025-06-19 00:00:00+00,2028-06-30 00:00:00+00,2025-07-15 00:00:00+00,20000,300,0,0,0,,,,2025-06-19 13:15:54.068524+00,2025-06-19 13:15:54.068524+00,3,64,64,3,,,32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,0,0,,
65,BCIDEA,Big Crazy Idea from the CEO,,Because she read something in a magazine that was interesting.,Buy a new piece of AI software that will fix everything.,,,,,1000000,25000,10,,,,,,2025-02-25 10:22:08.31416+00,2025-06-19 18:05:49.379484+00,3,45,47,1,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,40,0,,
149,2025 Sales,Initial Sales Program for 2025,,need to control the early sales and adoption of the product to ensure scalability ,"Target 20 Customers
In CRM capture a number of leads and move them through the buying process",,2025-06-01 00:00:00+00,2025-11-30 00:00:00+00,,12000,120,20000,0,0,,,,2025-06-21 15:11:44.299035+00,2025-06-21 15:11:44.299035+00,4,36,36,4,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,20,37,0,https://app.ansoftwareservices.com/login/ ,
210,Test Pitch,Need to have a test for AOS Consulting,,because they are getting a 502 error,trying to recreate,,,,,0,0,0,0,0,,,,2025-08-28 12:16:46.641848+00,2025-09-08 03:13:53.751178+00,1,36,36,6,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,33,0,,
144,Fundraising25,General fundraising Efforts for 2025,,We need to raise an additional $100K for our general administration and services fund.,Through various small events and a few key private donors over the year we expect to receive $100K of donations.,,2025-01-01 00:00:00+00,2025-12-31 00:00:00+00,,20000,300,100000,0,0,,,,2025-06-09 19:58:05.47775+00,2025-06-21 21:06:59.661294+00,3,62,55,4,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,20,70,52,https://docs.google.com/spreadsheets/d/1JlgimjefUUsibkXeqisHkP5zZKWa6aF4kbD6PBcdcY4/edit?usp=sharing,
150,Close Books for FY24,Finalize Year end Accounting and submission for Fiscal Year 2024,,It is mandatory that we submit our books to CRA at the close of our Fiscal Year which is end of February,"Engage our accountant to review and close the books.
Finalize all bookkeeping tasks
Submit final results to CRA on Feb 28th
",,2025-01-13 00:00:00+00,2025-02-28 00:00:00+00,,30000,200,0,0,0,,,,2025-06-21 21:25:01.356997+00,2025-06-21 21:44:28.708282+00,4,55,59,5,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,16,71,0,,
151,Really Big Symposium, really large province wide symposium on an important topic,,"There is no clear path for this big topic, even though a lot of people have been doing research and proposing solutions.","We need to the best leading thinkers on this big topic to come together and share their research,  Collaborate and Land on critical priority themes on this big topic.",,,,,100000,1000,0,0,0,,,,2025-06-21 21:50:09.764742+00,2025-06-21 21:53:19.021784+00,3,62,55,1,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,73,53,,
152,School Support Program 25,Annual Program for Supporting Schools 2025,,Our youth need to hear our message so they become future leaders for the cause.,Visit 1/2 of the province's schools each year with presentation and materials.,,2025-01-01 00:00:00+00,2025-12-31 00:00:00+00,,98000,2400,0,0,0,,,,2025-06-22 13:37:00.574252+00,2025-06-22 13:37:00.574252+00,3,55,60,4,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,73,49,https://peopleforeducation.ca,
153,WWICI Priority Management,WWICI Priority Management,,Ensure resources are allocated to the highest priority projects and activities.,Keep track of all work and hold regular Follow-up/Follow-through discussions; make micro-changes as necessary; learn where on-track and off-track; reallocate priorities and resources.,,2025-06-23 00:00:00+00,2025-12-31 00:00:00+00,2025-07-21 00:00:00+00,12000,60,0,0,0,,,,2025-06-23 12:21:13.878751+00,2025-06-23 12:21:13.878751+00,3,66,66,3,,,33,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,0,0,,
154,JL Facil Dev E-learning,,,Speed facilitator Development; expand pipeline,Translate JL 3T materials to on-line learning,,2025-08-01 00:00:00+00,2025-08-31 00:00:00+00,2025-07-21 00:00:00+00,100000,1000,1000000,0,0,,,,2025-06-23 12:47:29.756479+00,2025-06-23 12:57:28.826923+00,3,66,66,2,,,33,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,20,0,0,,
126,Large Florida Painting,Large Florida Painting,,Want to reach collectors in Florida,Finish large Florida painting,,2025-04-25 00:00:00+00,2025-06-27 00:00:00+00,,13500,45,9500,,,,,,2025-05-27 14:59:11.773033+00,2025-06-24 14:57:19.224725+00,1,58,58,4,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
125,Commission Sales 2025,Commission Sales Program for 2025,,Have stability with cashflow by having commissions booked out ahead and deposits secured to hold their place.,Have $20K/month in commissions booked out 6 months ahead,,2025-05-27 00:00:00+00,2025-12-31 00:00:00+00,,120000,400,220000,,,,,,2025-05-27 14:48:37.03995+00,2025-06-24 15:11:09.939415+00,1,58,58,4,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
117,Commission for Gaby,Gaby's Brain Commissioned Painting,,Creating something special for Gaby b/c she has MS and dreamed of a painting of her brain.,Painting of her brain in neutral colours to go in their kitchen.,,2024-08-01 00:00:00+00,2025-06-23 00:00:00+00,2025-05-26 00:00:00+00,24000,80,1550,,,,,,2025-05-20 15:25:21.320207+00,2025-06-24 15:04:02.34567+00,1,58,58,5,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,https://drive.google.com/drive/u/0/folders/1v3_lGL3feaNzUkv0gTa3ElYuTDH-ZrVR,
155,Framing free prints,Framing free prints,,Framing the prints looks more professional and I assume there's a higher likelihood of them buying/commissioning my art if all they have to do is hang the print themselves,"Order, pickup and deliver 10 framed prints.",,2025-06-24 00:00:00+00,2025-07-08 00:00:00+00,,700,0,10000,0,0,,,,2025-06-24 15:32:18.695296+00,2025-06-24 15:33:47.273727+00,1,58,58,4,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
169,Hello,,,,,,2025-07-09 00:00:00+00,2025-07-18 00:00:00+00,,0,0,0,0,0,,,,2025-07-10 20:54:46.394116+00,2025-07-10 20:54:46.394116+00,1,45,45,3,,,23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
156,V1.1,Develop and Deliver V1.1,,We need to continuously evolve the product to capture learning,"Feature List as recorded in basecamp road map
Main Focus is Dashboard UI, Data Selection and Accomplishment Report.",,2025-07-01 00:00:00+00,2025-10-31 00:00:00+00,2025-09-30 00:00:00+00,15000,100,0,0,0,,,,2025-06-26 14:03:26.752555+00,2025-07-22 23:27:55.285488+00,3,36,38,4,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,37,0,https://3.basecamp.com/5458575/buckets/36101670/todolists/8792971632,
63,1.23457E+24,1.2346E+249,,"we need a project to stress test the application
-Like the scrolling
Scroll 2
Scroll 3
Scroll 4
Scroll 5
Scroll 6
Scroll 7
Scroll 8
Scroll 9
Scroll 10
Scroll 11
Scroll 12
Scroll 13
Scroll 14
Scroll 15
Scroll 16
Scroll 17
Scroll 18
Scroll 19","Lots of stuff in the fields to test maximums/minimums, etc.

change something to make it different",,2024-11-05 00:00:00+00,,2024-07-01 00:00:00+00,0,0,0,,,,,,2025-02-13 11:38:56.787107+00,2025-09-08 03:17:40.300471+00,1,38,36,4,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Red                                                                                                                                                                                                                                                            ,f,14,14,14,https://docs.google.com/document/d/1-VV67rxX2EkxkDjZyhI9BomBWn1tfQd9_s6YpRymwb8/edit?usp=sharing,
157,PPMA Offering,Project Portfolio Management Assessment,,People struggle to know objectively where they are with their portfolio and having a strong first load of PriorityPilot is really important to its adoption and ongoing use.,"Develop a set of templates and process that can be sold and delivered by strategy and productivity consultants.

Part of the tool kit and output of the service will be a fully loaded instance of PriorityPilot and 1 year license.",,2025-06-17 00:00:00+00,2025-08-29 00:00:00+00,2025-07-14 00:00:00+00,10000,50,0,0,0,,,,2025-06-26 14:20:34.442235+00,2025-06-26 14:20:34.442235+00,3,36,36,3,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,0,0,,
158,NeedsAssesment,Comprehensive Needs Assessment Services ,,Asses provincial needs to identify service gaps in order to identify new service options,"Research team to complete assessment, potential partnerships to achieve ",,2025-06-26 00:00:00+00,2025-12-31 00:00:00+00,,0,0,0,0,0,,,,2025-06-26 15:46:40.811722+00,2025-06-26 15:46:40.811722+00,3,64,64,2,,,32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,78,20,,
159,PlayBook,Standardized manual to guide service expansion ,,This will reduce duplicated effort and support cost-effective growth.,"Create a standardized manual to guide service expansion so we can scale high-quality programs efficiently and consistently, ensuring reliable support for new communities and funders. ",,2025-06-26 00:00:00+00,2025-12-31 00:00:00+00,,0,0,0,0,0,,,,2025-06-26 15:48:42.42584+00,2025-06-26 15:48:42.42584+00,2,64,64,2,,,32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,78,85,,
160,QoLPlanning,Quality of Life - Creation of tools/baseline,,Increase standards of care within our homes ,"Identify QoL domains, metrics, training materials, tools",,2025-05-26 00:00:00+00,,2025-09-01 00:00:00+00,3000,60,0,0,0,,,,2025-06-26 15:50:22.796066+00,2025-06-26 15:52:13.433463+00,1,64,64,4,,,32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,79,83,85,,
